CEO,Ticker,Sector,Quarter,Year,Date,CEOScore,AnalystScore,OtherExecScore,CEO_Word_Count,Analyst_Word_Count,OtherExec_Word_Count,CEO_Sent_Count,Analyst_Sent_Count,OtherExec_Sent_Count,CEO_Pos_Fin,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile
Seifollah Ghasemi,APD,Materials,Q4,2016,10/27/2016 17:11,0.168,0.207,0.129,3717,2178,1335,187,132,56,3,3,1,0,0.818794923,0.695351474,0.565831393,0.722593156,0.510265319,0.985989748,0.92548288,0.630141848,0.310950487,0.776674808
Seifi Ghasemi,APD,Materials,Q1,2017,1/27/2017 14:28,0.137,0.132,0.1,2949,1573,1205,164,81,58,3,7,0.428571429,-0.4,0.822375883,0.680137215,0.567768062,0.700251992,0.52380266,0.989532669,0.867949562,0.646403704,0.14568171,0.84162413
Seifollah Ghasemi,APD,Materials,Q2,2017,4/27/2017 15:35,0.148,0.192,0.101,2665,1861,1512,159,129,66,2,3,0.666666667,-0.2,0.807631523,0.684168589,0.576305437,0.71791317,0.504259327,0.967651287,0.885547677,0.714625588,0.270639523,0.743595024
Seifollah Ghasemi,APD,Materials,Q3,2017,8/1/2017 15:29,0.159,0.19,0.112,3223,2197,1081,162,148,49,6,5,1.2,0.090909091,0.824482272,0.678935944,0.601538403,0.702631119,0.526009524,0.991228765,0.862362476,0.871269303,0.159797627,0.850900589
Seifollah Ghasemi,APD,Materials,Q4,2017,10/26/2017 15:13,0.175,0.182,0.145,3500,2335,1046,198,143,53,13,3,4.333333333,0.625,0.814721163,0.669835735,0.585489172,0.703248716,0.508638067,0.980745826,0.814842281,0.780165883,0.163603602,0.767959888
Seifi Ghasemi,APD,Materials,Q1,2018,1/26/2018 14:34,0.127,0.105,0.125,2387,1749,1568,117,89,80,6,3,2,0.333333333,0.813059502,0.668858029,0.556709533,0.676691074,0.523571445,0.978170831,0.809191346,0.550850769,0.049697385,0.840630773
Seifollah Ghasemi,APD,Materials,Q2,2018,4/26/2018 15:27,0.148,0.185,0.126,3572,2628,1298,212,178,57,10,1,10,0.818181818,0.81940759,0.679148836,0.590464454,0.699724737,0.5115369,0.986660718,0.863364219,0.811718838,0.142670482,0.783353257
Kevin Clark,APTV,Consumer Discretionary,Q4,2017,2/1/2018 16:57,0.148,0.146,0.134,3968,2361,2399,167,105,107,4,7,0.571428571,-0.272727273,0.814673677,0.634115119,0.589780043,0.675875461,0.520567323,0.98067599,0.551723603,0.807551986,0.047626992,0.827354463
Kevin Clark,APTV,Consumer Discretionary,Q1,2018,5/2/2018 8:30,0.177,0.181,0.181,3312,2072,2186,175,142,119,3,0,inf,1,0.80523304,0.625066484,0.590938023,0.701428407,0.515606645,0.961820869,0.474489334,0.814569189,0.152553426,0.803935565
Kevin Clark,APTV,Consumer Discretionary,Q2,2018,7/31/2018 14:28,0.207,0.201,0.15,3097,2462,3228,142,144,144,7,2,3.5,0.555555556,0.80501917,0.640807002,0.608308729,0.706845,0.525218914,0.961261789,0.607763283,0.900452204,0.186922936,0.847619898
Robert A. Kotick,ATVI,Communication Services,Q4,2016,2/9/2017 20:59,0.223,0.239,0.212,503,842,2430,20,70,113,1,0,inf,1,0.811191867,0.653176107,0.614764741,0.717788715,0.545320636,0.974935347,0.70495066,0.923470527,0.26960418,0.916647779
Robert A. Kotick,ATVI,Communication Services,Q1,2017,5/4/2017 16:30,0.173,0.21,0.195,681,471,1813,32,29,92,6,0,inf,1,0.812067305,0.69190108,0.549445439,0.708113192,0.547913741,0.97649883,0.914496172,0.486049875,0.195614137,0.923479347
Robert A. Kotick,ATVI,Communication Services,Q2,2017,8/3/2017 21:13,0.143,0.226,0.214,371,489,3074,21,39,130,1,0,inf,1,0.808562638,0.67829695,0.60468083,0.734483485,0.530058218,0.969707164,0.859325701,0.885479422,0.423062688,0.866957803
Robert A. Kotick,ATVI,Communication Services,Q3,2017,11/2/2017 20:55,0.266,0.217,0.188,419,660,2912,16,58,141,2,0,inf,1,0.811401948,0.66273945,0.604798336,0.688790006,0.535312874,0.975318277,0.771481671,0.885988223,0.089562481,0.885963847
Riccardo Zacconi,ATVI,Communication Services,Q4,2017,2/8/2018 21:00,0.174,0.082,0.17,575,488,3141,28,23,139,1,0,inf,1,0.791545664,0.659114445,0.576270397,0.670827678,0.533619423,0.910446158,0.74729879,0.714358776,0.036304169,0.880062369
Mitchell Butier,AVY,Materials,Q4,2016,2/1/2017 15:39,0.133,0.079,0.103,1959,845,858,82,47,40,6,3,2,0.333333333,0.817027049,0.646373452,0.567125913,0.694669384,0.503932109,0.983888223,0.65278161,0.641039547,0.115933718,0.741722194
Mitchell Butier,AVY,Materials,Q1,2017,4/27/2017 16:20,0.153,0.143,0.106,2116,2038,1160,113,153,63,7,1,7,0.75,0.808815291,0.648856013,0.587226492,0.689203623,0.512971575,0.970245953,0.672226064,0.791514186,0.091257719,0.790747752
Mitchell Butier,AVY,Materials,Q2,2017,7/25/2017 18:49,0.114,0.105,0.116,2745,2025,2066,97,78,74,10,4,2.5,0.428571429,0.813054788,0.642834292,0.559567687,0.684822922,0.507511114,0.978163131,0.624363048,0.576074621,0.074475938,0.761815073
Mitchell Butier,AVY,Materials,Q3,2017,10/25/2017 16:39,0.128,0.074,0.083,2934,2157,1296,133,110,59,14,4,3.5,0.555555556,0.815749704,0.636740258,0.578436026,0.682729889,0.499267126,0.982206621,0.573895775,0.730621863,0.067340845,0.714272524
Mitch Butier,AVY,Materials,Q4,2017,1/31/2018 17:08,0.168,0.161,0.123,2253,1716,1109,91,93,45,7,0,inf,1,0.818272296,0.673536072,0.592230538,0.712009956,0.516181508,0.98539459,0.8352743,0.822211388,0.223815188,0.806744158
Mitchell R. Butier,AVY,Materials,Q1,2018,4/25/2018 17:01,0.143,0.156,0.125,2873,2461,1532,129,145,74,10,2,5,0.666666667,0.807331485,0.631983407,0.593901814,0.696524975,0.496444906,0.966964776,0.533595972,0.831793839,0.125301488,0.697018869
Mitch Butier,AVY,Materials,Q2,2018,7/24/2018 17:21,0.155,0.095,0.098,2243,1234,631,87,45,25,5,0,inf,1,0.808935271,0.64020583,0.590402686,0.677665044,0.504453305,0.970499016,0.60280132,0.811345083,0.052263147,0.744701904
Bill Rhodes,AZO,Consumer Discretionary,Q1,2017,12/6/2016 13:40,0.162,0.161,0.117,1961,1718,1284,79,94,42,0,4,0,-1,0.796789812,0.67314819,0.530769809,0.73214153,0.528278296,0.934192386,0.833203769,0.325098051,0.400143829,0.860051405
"William C. Rhodes, III",AZO,Consumer Discretionary,Q2,2017,2/28/2017 14:59,0.135,0.17,0.192,3525,1998,926,195,128,47,7,9,0.777777778,-0.125,0.798510654,0.659489047,0.517259765,0.690201891,0.505676521,0.940816238,0.749858713,0.224751003,0.095446982,0.751623885
Bill Rhodes,AZO,Consumer Discretionary,Q3,2017,5/23/2017 10:00,0.12,0.095,0.147,2436,1345,625,118,44,31,2,5,0.4,-0.428571429,0.793281146,0.697721334,0.556050898,0.71354813,0.526620998,0.918923299,0.932381074,0.545005066,0.235553306,0.853405348
William Rhodes,AZO,Consumer Discretionary,Q4,2017,9/19/2017 15:47,0.137,0.155,0.17,1745,1324,1001,87,59,32,3,3,1,0,0.805652562,0.685825296,0.554363833,0.712258403,0.533843162,0.962898433,0.892272758,0.529990004,0.225688324,0.880854183
Bill Rhodes,AZO,Consumer Discretionary,Q1,2018,12/5/2017 20:45,0.149,0.159,0.103,2499,1744,1176,157,129,68,2,1,2,0.333333333,0.80069397,0.696335669,0.547519655,0.728640215,0.535607277,0.948454276,0.928410224,0.468861884,0.366533666,0.88696833
William C. Rhodes,AZO,Consumer Discretionary,Q2,2018,2/27/2018 15:37,0.148,0.148,0.163,3016,2012,823,191,129,44,4,2,2,0.333333333,0.783397623,0.685959727,0.545332546,0.726891876,0.524090001,0.861768095,0.892805695,0.449413403,0.350108903,0.842852948
Bill Rhodes,AZO,Consumer Discretionary,Q3,2018,5/22/2018 10:00,0.171,0.086,0.148,2600,1868,1448,142,86,74,10,5,2,0.333333333,0.803060948,0.686027631,0.583160832,0.722242091,0.539778782,0.955826752,0.893074173,0.764414855,0.30783771,0.900527283
Hubert Joly,BBY,Consumer Discretionary,Q1,2017,5/24/2016 20:00,0.187,0.17,0.146,3658,1777,1518,172,110,51,3,1,3,0.5,0.803180105,0.67870589,0.556221302,0.697764497,0.529051393,0.956174163,0.861274355,0.546518469,0.131846145,0.863080521
Hubert Joly,BBY,Consumer Discretionary,Q2,2017,8/23/2016 11:51,0.193,0.151,0.178,2686,1833,1805,137,98,92,1,1,1,0,0.804954603,0.681477099,0.57641558,0.717656725,0.523574285,0.961091697,0.873994506,0.715463506,0.268508319,0.840642999
Hubert Joly,BBY,Consumer Discretionary,Q3,2017,11/17/2016 14:58,0.249,0.185,0.179,2668,1837,1711,131,104,70,2,0,inf,1,0.80185753,0.668273654,0.578063747,0.727504331,0.506577247,0.952192284,0.805763797,0.727859547,0.355832618,0.756656267
Hubert Joly,BBY,Consumer Discretionary,Q4,2017,3/1/2017 15:05,0.149,0.211,0.164,2795,1210,2091,136,96,94,5,1,5,0.666666667,0.809826107,0.65772168,0.552146801,0.699608444,0.511529308,0.972322613,0.737661354,0.51019655,0.14201202,0.783313727
Hubert Joly,BBY,Consumer Discretionary,Q2,2018,8/29/2017 15:29,0.197,0.182,0.15,3154,1892,2691,139,93,112,3,0,inf,1,0.801038672,0.664695476,0.597335622,0.702400802,0.533999901,0.949585117,0.783970541,0.850418208,0.158393232,0.881406685
Hubert Joly,BBY,Consumer Discretionary,Q3,2018,11/16/2017 12:51,0.267,0.22,0.201,3397,1809,2358,181,131,100,4,2,2,0.333333333,0.789462271,0.664409741,0.579010931,0.729464837,0.523879169,0.899419747,0.782171221,0.734859881,0.374368448,0.841951935
Hubert Joly,BBY,Consumer Discretionary,Q4,2018,3/1/2018 13:33,0.26,0.213,0.15,2424,1559,2598,145,97,121,1,3,0.333333333,-0.5,0.792632679,0.661131827,0.573041238,0.69815067,0.525378757,0.915829583,0.760920636,0.689276063,0.133932476,0.84828701
John A. Hayes,BLL,Materials,Q4,2016,2/2/2017 18:23,0.13,0.169,0.116,4829,3053,1946,268,207,118,9,18,0.5,-0.333333333,0.8148492,0.614810236,0.563081942,0.688892337,0.508880259,0.980933054,0.388248186,0.606656327,0.089979696,0.769268843
John A. Hayes,BLL,Materials,Q1,2017,5/4/2017 11:00,0.139,0.163,0.13,3985,3004,2483,164,184,118,5,17,0.294117647,-0.545454545,0.814533252,0.647460896,0.562854805,0.702458377,0.511678666,0.980468216,0.661352235,0.604697352,0.158743542,0.784090596
John A. Hayes,BLL,Materials,Q2,2017,8/3/2017 16:19,0.127,0.148,0.137,4316,3367,2423,210,180,116,5,14,0.357142857,-0.473684211,0.808976254,0.645076395,0.567922735,0.694394581,0.522394808,0.970585046,0.642456135,0.647691472,0.114589828,0.835512575
John A. Hayes,BLL,Materials,Q3,2017,11/2/2017 18:22,0.134,0.177,0.114,4407,3817,2865,214,239,133,5,24,0.208333333,-0.655172414,0.803974459,0.654946977,0.556277953,0.702764556,0.515362791,0.958434198,0.717915845,0.547021451,0.160614995,0.802736735
John Hayes,BLL,Materials,Q4,2017,2/7/2018 16:31,0.142,0.161,0.113,3541,3153,2542,179,205,110,4,9,0.444444444,-0.384615385,0.818095206,0.645175184,0.561391912,0.714742698,0.520514178,0.985188048,0.643246362,0.592019014,0.244898693,0.827113417
John A. Hayes,BLL,Materials,Q1,2018,5/3/2018 11:00,0.15,0.18,0.139,3801,3461,2577,214,205,138,7,13,0.538461538,-0.3,0.814108686,0.637409573,0.552457075,0.670041711,0.520529041,0.979828445,0.579514552,0.512969283,0.034757707,0.827180855
John A. Hayes,BLL,Materials,Q2,2018,8/2/2018 15:47,0.126,0.171,0.128,2787,3221,3594,168,190,176,2,2,1,0,0.810210777,0.639465255,0.588495462,0.702713608,0.527343903,0.973080496,0.596665881,0.799580447,0.160302587,0.856329933
Leslie Moonves,CBS,Communication Services,Q2,2016,7/28/2016 22:26,0.141,0.184,0.165,2412,1971,1866,133,134,107,3,1,3,0.5,0.802816745,0.668512272,0.54955869,0.722538783,0.520553569,0.955107822,0.807167873,0.487061787,0.31046749,0.827292098
Leslie Moonves,CBS,Communication Services,Q3,2016,11/3/2016 22:43,0.198,0.186,0.157,2418,2210,1300,148,143,101,3,8,0.375,-0.454545455,0.816576008,0.671303794,0.571116952,0.725723478,0.516294262,0.983310682,0.823129779,0.673888729,0.339284459,0.807292139
Leslie Moonves,CBS,Communication Services,Q4,2016,2/15/2017 22:31,0.155,0.178,0.139,2016,2558,2280,123,157,155,1,1,1,0,0.811156094,0.663810665,0.587070338,0.728260513,0.51779204,0.974869648,0.77837081,0.790508527,0.362944496,0.814480967
Leslie Moonves,CBS,Communication Services,Q1,2017,5/4/2017 16:30,0.194,0.182,0.152,2557,2375,2307,161,145,151,3,1,3,0.5,0.816989178,0.666000318,0.565320519,0.736580038,0.509685617,0.983840399,0.792077161,0.62581165,0.443805776,0.773591705
Leslie Moonves,CBS,Communication Services,Q2,2017,8/7/2017 22:45,0.153,0.168,0.167,1723,2156,2211,91,115,152,9,1,9,0.8,0.815682902,0.679281834,0.584178969,0.721087834,0.54746651,0.982114701,0.863987491,0.771377911,0.297701293,0.922332523
Leslie Moonves,CBS,Communication Services,Q3,2017,11/2/2017 20:25,0.12,0.177,0.15,2248,1842,2121,139,95,131,1,2,0.5,-0.333333333,0.817736156,0.637681107,0.543096304,0.704123831,0.51059625,0.984761564,0.581789491,0.429653273,0.16909649,0.778424076
Leslie Moonves,CBS,Communication Services,Q4,2017,2/15/2018 21:18,0.114,0.129,0.131,1182,1351,1812,71,75,119,1,0,inf,1,0.809558896,0.686105223,0.565851291,0.714436866,0.53453725,0.971785751,0.893380359,0.630310174,0.242487262,0.883287075
Brian L. Roberts,CMCSA,Communication Services,Q4,2016,1/26/2017 15:30,0.165,0.176,0.183,894,1771,2615,45,115,182,0,1,0,-1,0.806296374,0.686374385,0.556691063,0.711265012,0.543107246,0.964503643,0.894437592,0.550686987,0.218252074,0.910462209
Brian L. Roberts,CMCSA,Communication Services,Q1,2017,4/27/2017 14:27,0.123,0.19,0.186,1305,1665,4121,59,101,238,2,1,2,0.333333333,0.797568547,0.672662259,0.574685256,0.716543766,0.524652869,0.9372578,0.830586261,0.702166313,0.259357839,0.845241844
Brian L. Roberts,CMCSA,Communication Services,Q2,2017,7/27/2017 11:27,0.139,0.155,0.165,970,1476,4058,53,103,280,2,0,inf,1,0.798358859,0.672906215,0.554824524,0.75719023,0.499279992,0.940253836,0.831903626,0.534095347,0.646953641,0.714350105
Brian L. Roberts,CMCSA,Communication Services,Q3,2017,10/26/2017 12:21,0.15,0.149,0.183,1978,1616,2631,86,90,151,6,0,inf,1,0.788595732,0.653553007,0.590203434,0.703639472,0.529875031,0.894552975,0.707732973,0.810136299,0.166041812,0.866258032
Brian Roberts,CMCSA,Communication Services,Q4,2017,1/24/2018 14:21,0.172,0.198,0.153,662,1114,3995,28,60,165,3,1,3,0.5,0.805714647,0.669736657,0.598176456,0.756335959,0.501136868,0.963055769,0.81427441,0.85476053,0.638937505,0.725439598
Brian L. Roberts,CMCSA,Communication Services,Q2,2018,7/26/2018 14:25,0.174,0.117,0.198,1306,1279,2404,61,71,140,2,0,inf,1,0.83080587,0.647954527,0.600125702,0.707794052,0.522772683,0.994961879,0.665215686,0.864498027,0.193404215,0.837167764
Timothy A. Leach,CXO,Energy,Q2,2016,8/3/2016 16:31,0.154,0.158,0.16,3532,4631,1946,199,297,104,6,7,0.857142857,-0.076923077,0.828431755,0.687550023,0.629336685,0.750494243,0.535465188,0.993769984,0.898966492,0.960401317,0.582649281,0.886484322
Timothy A. Leach,CXO,Energy,Q3,2016,11/9/2016 12:29,0.179,0.198,0.113,1521,2442,1009,105,146,78,5,2,2.5,0.428571429,0.799387362,0.63183332,0.586985938,0.686147692,0.483014803,0.94398362,0.532316589,0.78996379,0.079281678,0.609341752
Timothy A. Leach,CXO,Energy,Q4,2016,2/22/2017 15:29,0.155,0.162,0.141,3080,3531,1908,161,202,112,4,2,2,0.333333333,0.813009026,0.664852738,0.579321276,0.710428472,0.50803027,0.978088264,0.784957165,0.737133486,0.212100947,0.764656836
Tim Leach,CXO,Energy,Q1,2017,5/4/2017 9:00,0.178,0.197,0.164,1630,2244,1693,79,110,92,3,2,1.5,0.2,0.797215443,0.637842056,0.549415746,0.691724533,0.500249377,0.935881919,0.583136651,0.48578458,0.102106796,0.720165948
Tim Leach,CXO,Energy,Q2,2017,8/3/2017 15:35,0.131,0.157,0.193,2262,2944,1206,138,189,88,3,5,0.6,-0.25,0.812520557,0.641920033,0.562138852,0.674652631,0.509661553,0.97727554,0.616903379,0.598505402,0.044652943,0.773463207
Timothy A. Leach,CXO,Energy,Q3,2017,11/1/2017 14:57,0.152,0.139,0.148,1757,2586,1045,128,172,76,1,1,1,0,0.817812784,0.624521644,0.574569288,0.713045491,0.481859346,0.984853459,0.469840422,0.701265077,0.231680648,0.601451811
Tim Leach,CXO,Energy,Q4,2017,2/21/2018 12:26,0.179,0.191,0.148,2641,2736,829,115,148,38,2,3,0.666666667,-0.2,0.816508533,0.643409654,0.553148823,0.681098512,0.520875545,0.983222778,0.629034042,0.519148551,0.06215539,0.828748197
Sundar Pichai,GOOGL,Communication Services,Q4,2016,1/26/2017 23:30,0.127,0.206,0.16,2516,1846,777,113,130,40,6,0,inf,1,0.798305162,0.639490071,0.550603216,0.702386521,0.475302118,0.94005389,0.596871866,0.496397801,0.158306416,0.555980317
Sundar Pichai,GOOGL,Communication Services,Q1,2017,4/27/2017 19:41,0.168,0.199,0.189,3155,2079,886,160,142,44,4,1,4,0.6,0.806784588,0.653797787,0.57600354,0.703445761,0.485821015,0.965682563,0.709533405,0.712322897,0.164830189,0.628311378
Sundar Pichai,GOOGL,Communication Services,Q2,2017,7/24/2017 22:18,0.165,0.178,0.189,2032,1540,1686,82,95,69,1,0,inf,1,0.802193075,0.668257096,0.565120371,0.708038188,0.499700929,0.953228953,0.805666133,0.624110805,0.195093391,0.716882577
Sundar Pichai,GOOGL,Communication Services,Q4,2017,2/1/2018 21:50,0.178,0.098,0.17,2415,1570,1651,131,66,77,1,0,inf,1,0.800549237,0.669444302,0.575470889,0.712018899,0.498489903,0.947973485,0.812592473,0.708238868,0.223882461,0.709567808
Sundar Pichai,GOOGL,Communication Services,Q1,2018,4/23/2018 23:07,0.175,0.089,0.21,2298,1518,1705,114,69,77,3,0,inf,1,0.802649723,0.675196861,0.579252189,0.70451192,0.510769183,0.954610712,0.843950503,0.736628212,0.171569906,0.779335054
Sundar Pichai,GOOGL,Communication Services,Q2,2018,7/23/2018 21:51,0.175,0.139,0.223,2684,1402,2346,148,77,109,3,1,3,0.5,0.811832407,0.660370378,0.573694948,0.703249883,0.493543511,0.976087591,0.755826813,0.694430684,0.163610846,0.678811033
Randall Stephenson,T,Communication Services,Q4,2016,1/25/2017 21:03,0.153,0.08,0.182,3458,934,2925,143,36,110,6,6,1,0,0.819363867,0.669593691,0.595444312,0.700191232,0.520299508,0.98661377,0.813453088,0.840337287,0.145332538,0.826137588
Randall L. Stephenson,T,Communication Services,Q1,2017,4/26/2017 14:25,0.135,0.142,0.138,3175,1381,3881,135,88,162,7,5,1.4,0.166666667,0.803940915,0.658265166,0.585324986,0.686420017,0.534406798,0.958340708,0.741444353,0.779075371,0.080298031,0.882832529
Randall Stephenson,T,Communication Services,Q4,2017,1/31/2018 21:33,0.127,0.203,0.145,2752,1122,2491,138,83,130,5,7,0.714285714,-0.166666667,0.798042689,0.659180895,0.574770795,0.704426319,0.516882803,0.939068987,0.747753894,0.702830276,0.171022364,0.810137005
Bradley D. Tilden,ALK,Industrials,Q1,2017,4/26/2017 19:03,0.144,0.175,0.157,1186,3021,4624,81,192,212,2,1,2,0.333333333,0.826746378,0.660805709,0.634620781,0.726659173,0.523245947,0.992778489,0.758746163,0.969519426,0.347942986,0.839225449
Bradley D. Tilden,ALK,Industrials,Q2,2017,7/26/2017 18:31,0.114,0.144,0.123,1036,3642,4821,70,246,282,1,1,1,0,0.783924139,0.627777073,0.558784914,0.695713261,0.48706597,0.865374448,0.49765694,0.569192903,0.121140546,0.636631392
Bradley D. Tilden,ALK,Industrials,Q3,2017,10/25/2017 18:46,0.161,0.15,0.134,2379,3688,4335,153,261,228,0,6,0,-1,0.79926406,0.648902945,0.579194704,0.717085178,0.496782956,0.943546409,0.672589405,0.736207413,0.263788994,0.699109961
Brad Tilden,ALK,Industrials,Q4,2017,1/25/2018 18:31,0.139,0.118,0.126,1233,2568,2958,87,159,156,5,2,2.5,0.428571429,0.794616574,0.657212573,0.601800749,0.73183546,0.509060329,0.92502293,0.734092113,0.872500458,0.397172025,0.770239379
Brad Tilden,ALK,Industrials,Q1,2018,4/23/2018 18:29,0.132,0.147,0.14,1385,3045,3090,86,202,149,0,2,0,-1,0.814914347,0.673035839,0.58816158,0.717587515,0.512809244,0.981027722,0.832600913,0.797476494,0.267934596,0.789918604
Bradley D. Tilden,ALK,Industrials,Q2,2018,7/26/2018 16:05,0.153,0.197,0.164,1652,2683,3426,100,147,173,2,2,1,0,0.794763925,0.645638445,0.626993748,0.722692752,0.506697041,0.92567393,0.646943782,0.955702657,0.311836056,0.757321385
David A. Zapico,AME,Industrials,Q4,2016,2/7/2017 15:51,0.148,0.163,0.159,5908,3343,455,340,228,33,23,25,0.92,-0.041666667,0.808036806,0.635640089,0.594482537,0.684017874,0.502570185,0.968559872,0.564627889,0.835044212,0.071666125,0.733851765
David A. Zapico,AME,Industrials,Q1,2017,5/2/2017 8:30,0.205,0.173,0.268,4603,2548,120,284,159,17,10,6,1.666666667,0.25,0.802651947,0.663471589,0.595369173,0.680379371,0.52449922,0.95461736,0.776203097,0.839927808,0.05997087,0.844592127
David A. Zapico,AME,Industrials,Q2,2017,8/2/2017 12:29,0.169,0.127,0.173,3914,2154,568,240,136,42,8,4,2,0.333333333,0.808816989,0.652360923,0.593603831,0.68175551,0.511861348,0.970249547,0.698891548,0.830110113,0.064204947,0.785038603
David A. Zapico,AME,Industrials,Q3,2017,11/2/2017 14:11,0.171,0.15,0.263,5066,2389,352,289,147,24,6,4,1.5,0.2,0.815383845,0.654277284,0.612453895,0.695315556,0.509245448,0.981698223,0.713045116,0.915747642,0.119137736,0.771234731
Dave Zapico,AME,Industrials,Q4,2017,2/1/2018 15:48,0.194,0.187,0.111,3700,1522,878,226,90,56,4,3,1.333333333,0.142857143,0.816623602,0.660144432,0.603429647,0.689654782,0.525350144,0.98337245,0.754304133,0.879961399,0.093133825,0.848167735
David A. Zapico,AME,Industrials,Q1,2018,5/2/2018 8:30,0.167,0.16,0.23,3322,1847,153,179,102,17,8,1,8,0.777777778,0.810710749,0.647765636,0.612277329,0.696361678,0.508876629,0.974039583,0.663739353,0.915134329,0.124456487,0.769249259
David A. Zapico,AME,Industrials,Q2,2018,7/31/2018 13:36,0.187,0.147,0.231,4007,1884,138,262,137,14,10,0,inf,1,0.819552834,0.649957582,0.607875205,0.677762206,0.50973489,0.986815651,0.680710484,0.89874223,0.052524772,0.773854691
Ajita G. Rajendra,AOS,Industrials,Q4,2016,2/2/2017 17:03,0.127,0.132,0.109,2380,2913,3010,126,175,187,1,6,0.166666667,-0.714285714,0.819642406,0.649083919,0.557656917,0.685802932,0.50641757,0.986910421,0.673988924,0.559239625,0.078008994,0.755768183
