CEO,Ticker,Sector,Quarter,Year,Date,CEOScore,AnalystScore,OtherExecScore,CEO_Word_Count,Analyst_Word_Count,OtherExec_Word_Count,CEO_Sent_Count,Analyst_Sent_Count,OtherExec_Sent_Count,CEO_Pos_Fin,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile
R. A. Walker,APC,Energy,Q4,2013,2/4/2014 17:23,0.182,0.109,0.162,4917,432,8158,174,23,292,8,8,1,0,0.812611874,0.675243863,0.583855265,0.733140126,0.541283781,0.977429377,0.844191589,0.769176717,0.409879169,0.905114964
William C. Rhodes,AZO,Consumer Discretionary,Q3,2013,5/21/2013 10:00,0.166,0.087,0.126,1839,1832,2009,96,84,102,5,2,2.5,0.428571429,0.775525443,0.672205937,0.525717793,0.714303955,0.514006255,0.80002984,0.828104371,0.285457711,0.241443298,0.795987189
William C. Rhodes,AZO,Consumer Discretionary,Q4,2013,9/25/2013 13:50,0.148,0.092,0.126,1621,2010,1681,91,96,88,2,0,inf,1,0.80651201,0.684452657,0.524807315,0.730844868,0.512398528,0.965028384,0.886721545,0.278565808,0.387595494,0.787812175
William C. Rhodes,AZO,Consumer Discretionary,Q1,2014,12/10/2013 14:30,0.106,0.106,0.12,2306,2242,1521,112,96,64,4,1,4,0.6,0.800319373,0.668291586,0.53503642,0.696467479,0.522441789,0.947202585,0.805869526,0.360217907,0.125003509,0.83571896
William P. Sullivan,A,Health Care,Q2,2013,5/14/2013 16:30,0.12,0,0.14,5341,0,7054,205,0,316,5,6,0.833333333,-0.090909091,0.808720712,0.653605849,0.570214685,0.691077429,0.521489516,0.9700452,0.708122086,0.666568464,0.099236274,0.831502974
Bill Sullivan,A,Health Care,Q3,2013,8/14/2013 19:47,0.148,0.136,0.165,2500,2774,4823,104,131,217,4,3,1.333333333,0.142857143,0.807291807,0.670147726,0.581290574,0.70260104,0.515879029,0.966873099,0.816623425,0.751324719,0.159613754,0.805269415
Ron Nersesian,A,Health Care,Q4,2013,11/14/2013 21:45,0.193,0.196,0.17,779,2894,7805,35,166,317,1,1,1,0,0.787493388,0.670617692,0.551539375,0.677525148,0.518401482,0.888118651,0.819286191,0.504767056,0.051888271,0.817357808
Ron Nersesian,A,Health Care,Q1,2014,2/13/2014 19:28,0.119,0.105,0.123,1001,2441,4153,45,104,191,2,0,inf,1,0.815100768,0.648759315,0.59399693,0.650373582,0.530353434,0.981296415,0.671476945,0.832329019,0.010449775,0.868080211
Brian Dunn,BBY,Consumer Discretionary,Q1,2012,6/14/2011 15:00,0.102,0.077,0.15,1692,1131,3094,79,50,143,3,0,inf,1,0.808129267,0.673728412,0.563753161,0.708550619,0.545033564,0.968764172,0.836294816,0.612429408,0.198667936,0.915864151
Brian J. Dunn,BBY,Consumer Discretionary,Q2,2012,9/13/2011 14:30,0.099,0.16,0.148,1323,1149,2471,66,47,98,4,0,inf,1,0.810845645,0.690350504,0.579687122,0.712692859,0.548548249,0.974293399,0.909180932,0.739800828,0.228985063,0.925084236
Brian J. Dunn,BBY,Consumer Discretionary,Q3,2012,12/13/2011 14:00,0.14,0.141,0.152,1173,1858,3052,50,72,129,7,1,7,0.75,0.790108793,0.688699515,0.627426428,0.730893694,0.558974827,0.902942618,0.903256099,0.956602689,0.388065973,0.947928083
Brian J. Dunn,BBY,Consumer Discretionary,Q4,2012,3/29/2012 17:00,0.175,0.106,0.143,1796,1675,3868,82,65,148,2,1,2,0.333333333,0.808564726,0.684942499,0.607991247,0.750641814,0.536949082,0.96971165,0.888725516,0.899202026,0.58409772,0.891466484
George Mikan,BBY,Consumer Discretionary,Q1,2013,5/22/2013 9:00,0.143,0.087,0.105,2340,1731,1644,114,73,66,2,2,1,0,0.817124216,0.674110849,0.592882173,0.726809046,0.515739399,0.984010375,0.83831173,0.82598784,0.349337389,0.804586349
George L. Mikan,BBY,Consumer Discretionary,Q2,2013,8/21/2012 12:40,0.167,0.071,0.097,1037,957,2080,39,33,94,2,0,inf,1,0.817788974,0.667190644,0.586902428,0.696901978,0.514834749,0.984824957,0.799313254,0.78942398,0.127267599,0.800125632
Hubert Joly,BBY,Consumer Discretionary,Q3,2013,11/20/2012 13:00,0.175,0.077,0.13,786,1893,4002,45,81,156,1,0,inf,1,0.820047528,0.662858589,0.590006426,0.72697673,0.517133542,0.987331738,0.772253764,0.808936457,0.350899915,0.811341136
Hubert Joly,BBY,Consumer Discretionary,Q4,2013,3/1/2013 10:25,0.197,0,0.132,1999,0,2031,91,0,77,1,2,0.5,-0.333333333,0.796437957,0.705720712,0.589103654,0.73768898,0.559444301,0.932769824,0.952070756,0.803379055,0.454843891,0.948809238
Hubert Joly,BBY,Consumer Discretionary,Q1,2014,5/21/2013 8:00,0.216,0.162,0.141,1184,938,1172,54,57,46,6,0,inf,1,0.797129631,0.656945473,0.572347299,0.713913769,0.506414648,0.935544031,0.732209741,0.683763297,0.238392711,0.755751919
Leslie Moonves,CBS,Communication Services,Q4,2011,2/15/2012 20:20,0.121,0.123,0.157,1780,1667,1246,97,81,77,4,4,1,0,0.805367943,0.654608062,0.565257464,0.703639462,0.521180166,0.962170123,0.715455868,0.625276077,0.166041749,0.830118557
Leslie Moonves,CBS,Communication Services,Q1,2012,5/1/2012 16:30,0.161,0.083,0.166,1751,2111,1416,105,109,91,1,1,1,0,0.822369255,0.662886844,0.570173631,0.704272529,0.529921847,0.989526909,0.772436658,0.666233846,0.170041471,0.86643711
Leslie Moonves,CBS,Communication Services,Q2,2012,8/2/2012 20:20,0.16,0.113,0.144,1569,2285,1438,95,116,88,5,0,inf,1,0.810757552,0.659880727,0.554116199,0.730066083,0.506613029,0.974127883,0.752520561,0.527781924,0.380114008,0.756855039
Leslie Moonves,CBS,Communication Services,Q3,2012,11/7/2012 21:10,0.132,0.099,0.164,2689,2345,1037,151,112,66,6,2,3,0.5,0.797773181,0.683612309,0.531997669,0.70441114,0.52019567,0.938044565,0.883223911,0.335063464,0.170925393,0.825664315
Leslie Moonves,CBS,Communication Services,Q4,2012,2/14/2013 21:20,0.138,0.112,0.151,2107,1848,1439,114,77,91,3,1,3,0.5,0.810483071,0.662992785,0.55589124,0.703918299,0.517356706,0.973606437,0.773121683,0.543586499,0.167795894,0.81240887
Leslie Moonves,CBS,Communication Services,Q1,2013,5/1/2013 16:30,0.126,0.12,0.108,3097,1979,1212,158,93,75,3,3,1,0,0.80602396,0.64413732,0.531397134,0.693244578,0.506405679,0.963831524,0.634914301,0.330174409,0.109086218,0.755701978
Leslie Moonves,CBS,Communication Services,Q2,2013,7/31/2013 20:30,0.161,0.096,0.112,3076,1950,747,171,77,40,7,1,7,0.75,0.802978889,0.683351516,0.553724307,0.717766064,0.525372268,0.955586216,0.882123054,0.524285813,0.269415958,0.848259969
Jim Craigie,CHD,Consumer Staples,Q3,2011,11/17/2011 15:07,0.161,0.139,0.106,3300,80,3032,180,3,132,4,0,inf,1,0.799585702,0.645511837,0.560366756,0.698010486,0.521212142,0.9446813,0.645934649,0.583075743,0.133172512,0.830261995
Jim Craigie,CHD,Consumer Staples,Q1,2012,5/4/2012 11:00,0.152,0.075,0,6937,719,0,287,19,0,15,12,1.25,0.111111111,0.807071507,0.65558991,0.568510737,0.697042667,0.520611322,0.966360261,0.722554167,0.652571482,0.128006777,0.827553861
James R. Craigie,CHD,Consumer Staples,Q2,2012,8/7/2012 17:00,0.202,0.127,0.114,5119,3434,1620,316,168,99,12,14,0.857142857,-0.076923077,0.809463749,0.637337529,0.545382409,0.677876607,0.503102418,0.971592507,0.578910515,0.449855637,0.052834145,0.736941885
James R. Craigie,CHD,Consumer Staples,Q3,2012,11/5/2012 16:46,0.176,0.103,0.13,4392,47,3272,179,1,108,10,15,0.666666667,-0.2,0.809010089,0.648814247,0.5845484,0.731300306,0.517538422,0.970655914,0.671902588,0.773875583,0.391990326,0.813275533
James Craigie,CHD,Consumer Staples,Q4,2012,2/5/2013 20:14,0.175,0,0,7615,55,0,283,1,0,20,10,2,0.333333333,0.804260979,0.659229527,0.563739828,0.69655388,0.52548594,0.959225838,0.748086692,0.612314965,0.125451475,0.848733256
James R. Craigie,CHD,Consumer Staples,Q1,2013,5/2/2013 10:00,0.184,0.112,0.122,2763,2156,1659,116,86,75,3,8,0.375,-0.454545455,0.814834289,0.658029671,0.541924539,0.666574401,0.535467015,0.98091133,0.739808636,0.419365931,0.028567724,0.886490556
James R. Craigie,CHD,Consumer Staples,Q2,2013,8/2/2013 15:20,0.165,0.161,0.151,3138,3077,1563,182,151,87,4,3,1.333333333,0.142857143,0.799750602,0.651776624,0.53704104,0.694883521,0.519512328,0.945256115,0.694514363,0.377157995,0.116988661,0.822529387
James R. Craigie,CHD,Consumer Staples,Q3,2013,11/1/2013 16:01,0.195,0.162,0.152,4166,3545,2733,211,167,131,4,3,1.333333333,0.142857143,0.799576401,0.667755641,0.551550362,0.71025557,0.516993831,0.944648737,0.802694347,0.504865279,0.210842353,0.810670779
James R. Craigie,CHD,Consumer Staples,Q4,2013,2/4/2014 23:01,0.17,0.044,0.129,7371,404,1832,380,21,82,9,9,1,0,0.810054779,0.652916911,0.56235199,0.698774295,0.523502127,0.972775261,0.703030197,0.600351398,0.137349339,0.840332173
Stephen B. Burke,CMCSA,Communication Services,Q4,2011,2/15/2012 12:50,0.208,0.093,0.169,352,1320,3248,15,61,159,1,0,inf,1,0.802023886,0.654229451,0.531404041,0.717789742,0.480288182,0.952708519,0.712695708,0.330230478,0.269612715,0.590656963
Stephen B. Burke,CMCSA,Communication Services,Q1,2012,5/2/2012 8:30,0.176,0.101,0.147,904,1398,3385,38,65,172,1,0,inf,1,0.80600637,0.6489147,0.551032238,0.698182463,0.536200078,0.963787768,0.672680381,0.500233287,0.134105245,0.888971726
Neil Smit,CMCSA,Communication Services,Q2,2012,8/1/2012 15:25,0.085,0,0.127,406,0,4881,16,0,194,0,2,0,-1,0.801230521,0.629975941,0.564008216,0.664339846,0.52504137,0.950205888,0.516460257,0.614616679,0.025086742,0.84687663
Neil Smit,CMCSA,Communication Services,Q3,2012,10/26/2012 10:56,0.135,0.137,0.128,1220,1464,2306,42,46,93,5,2,2.5,0.428571429,0.810953413,0.66652299,0.562419543,0.676047423,0.512144215,0.974494676,0.795273322,0.600936012,0.048057663,0.786501718
Steve Burke,CMCSA,Communication Services,Q4,2012,2/13/2013 10:28,0.11,0.135,0.155,334,674,3169,16,32,145,0,2,0,-1,0.84271831,0.651553152,0.602647802,0.674382622,0.569657388,0.998392097,0.692832834,0.87641957,0.044016843,0.965206524
Steve Burke,CMCSA,Communication Services,Q2,2013,7/31/2013 12:11,0.168,0.177,0.165,640,1465,3717,24,72,184,1,0,inf,1,0.801431148,0.628162835,0.598989848,0.680956384,0.522629793,0.950848525,0.500956544,0.858879643,0.0617188,0.836543149
Steve Burke,CMCSA,Communication Services,Q3,2013,10/30/2013 11:11,0.057,0.1,0.153,489,1268,3510,22,60,167,1,1,1,0,0.818711497,0.641256576,0.585345797,0.721588005,0.508232096,0.98589617,0.611462614,0.779213769,0.302074999,0.765756525
Dan O. Dinges,COG,Energy,Q4,2011,2/21/2012 14:40,0.143,0,0.095,2609,0,1753,119,0,94,1,5,0.2,-0.666666667,0.795856885,0.646980436,0.541375561,0.683350988,0.517355524,0.930368628,0.657575492,0.4145647,0.069400725,0.812403224
Dan O. Dinges,COG,Energy,Q1,2012,4/26/2012 19:40,0.189,0.112,0.104,3925,2238,426,178,121,26,4,8,0.5,-0.333333333,0.806463669,0.637840887,0.525401325,0.679117368,0.503767156,0.964911305,0.583126868,0.283053008,0.056283161,0.74077541
Dan O. Dinges,COG,Energy,Q2,2012,7/25/2012 20:10,0.117,0.114,0.09,4271,2872,1201,162,151,63,1,11,0.090909091,-0.833333333,0.801932978,0.661745788,0.51452085,0.685531529,0.511851076,0.95242697,0.764985142,0.206786039,0.077018058,0.784985362
Dan O. Dinges,COG,Energy,Q3,2012,10/26/2012 13:50,0.14,0.103,0.075,2988,2045,1394,131,103,66,6,2,3,0.5,0.800447066,0.666942741,0.526871663,0.684472766,0.522851087,0.947631943,0.797818824,0.294306881,0.073243643,0.837509832
Dan O. Dinges,COG,Energy,Q4,2012,2/22/2013 16:10,0.134,0.128,0.08,3977,1992,1220,179,91,56,9,4,2.25,0.384615385,0.801820304,0.650813185,0.540492101,0.686709322,0.514846283,0.952076151,0.687236047,0.406865198,0.08138851,0.800182887
Dan O. Dinges,COG,Energy,Q1,2013,4/25/2013 16:30,0.121,0.09,0.117,3448,1816,1422,147,82,63,6,6,1,0,0.802536331,0.65571578,0.523514835,0.671664085,0.518579253,0.954270705,0.723457854,0.268923694,0.038011275,0.818191695
Dan O. Dinges,COG,Energy,Q2,2013,7/25/2013 18:01,0.147,0.124,0.078,2556,2273,1699,128,105,89,3,7,0.428571429,-0.4,0.797347902,0.657724893,0.538982873,0.68311498,0.509980928,0.936400774,0.737683799,0.393796464,0.068612357,0.775165293
Dan O. Dinges,COG,Energy,Q3,2013,10/25/2013 14:30,0.136,0.119,0.105,4462,2899,1985,195,132,105,8,6,1.333333333,0.142857143,0.814550194,0.679769209,0.535933551,0.69595338,0.526052745,0.980493384,0.866254847,0.367767516,0.122361172,0.851078566
Dan Dinges,COG,Energy,Q4,2013,2/21/2014 15:05,0.131,0.162,0.073,5524,2627,321,278,156,14,9,11,0.818181818,-0.1,0.800199075,0.658039315,0.537240397,0.694792085,0.507929678,0.946795543,0.739875727,0.378856287,0.116537372,0.764107681
Joe Belanoff,CORT,Health Care,Q3,2012,11/1/2012 0:00,0.116,0,0,3409,0,0,165,0,0,2,1,2,0.333333333,0.827329721,0.65882814,0.497436835,0.715879194,0.481873357,0.993136385,0.745333001,0.114978233,0.253971733,0.601547735
Dr. Joseph Belanoff,CORT,Health Care,Q1,2013,5/2/2013 17:00,0.122,0.176,0,3726,742,0,139,40,0,2,3,0.666666667,-0.2,0.824349122,0.663735401,0.490643444,0.719008112,0.461789549,0.991129165,0.777890685,0.088074352,0.279833096,0.460601244
Dr. Joseph Belanoff,CORT,Health Care,Q2,2013,8/8/2013 21:16,0.114,0.184,0.154,3224,1051,274,127,69,10,5,1,5,0.666666667,0.817226769,0.667363098,0.500269521,0.718040273,0.478897326,0.984138436,0.800348938,0.127770936,0.271698948,0.581042951
Dr. Joseph Belanoff,CORT,Health Care,Q3,2013,11/9/2013 3:16,0.11,0.183,0.252,2754,396,92,104,21,8,3,1,3,0.5,0.840507792,0.648499983,0.486147165,0.715279789,0.4584291,0.997993144,0.669464485,0.073046807,0.249164613,0.437019034
Timothy A. Leach,CXO,Energy,Q1,2012,5/3/2012 10:00,0.115,0.157,0.108,1805,1301,1073,91,53,51,3,1,3,0.5,0.820449514,0.652710454,0.55533052,0.687930672,0.520919049,0.987738143,0.701496415,0.538600219,0.086115503,0.828944334
Timothy A. Leach,CXO,Energy,Q2,2012,8/9/2012 22:25,0.168,0,0.169,3815,0,2502,211,0,128,1,6,0.166666667,-0.714285714,0.827933036,0.647721343,0.603387568,0.72608289,0.517292643,0.993489966,0.663392801,0.879772622,0.342600577,0.812102743
Timothy A. Leach,CXO,Energy,Q3,2012,11/8/2012 13:30,0.136,0.12,0.095,2977,3127,1527,132,150,78,8,5,1.6,0.230769231,0.835323644,0.621737194,0.557007584,0.683871909,0.502365951,0.996683268,0.446159348,0.553492577,0.071165497,0.732661126
Timothy A. Leach,CXO,Energy,Q4,2012,2/21/2013 12:30,0.131,0.108,0.079,1979,1548,807,108,74,50,1,7,0.142857143,-0.75,0.825372428,0.637948673,0.567686181,0.698267674,0.508571205,0.991869795,0.58402851,0.645721304,0.134569051,0.767597798
Timothy A. Leach,CXO,Energy,Q1,2013,5/2/2013 10:00,0.173,0.135,0.082,1519,2162,1759,93,105,97,1,8,0.125,-0.777777778,0.820832565,0.649641609,0.555300652,0.688733797,0.529057094,0.988114843,0.678286236,0.538334443,0.089333924,0.863102694
Timothy A. Leach,CXO,Energy,Q2,2013,8/8/2013 16:40,0.143,0.128,0.043,4500,3728,570,249,184,38,5,16,0.3125,-0.523809524,0.81239151,0.627593531,0.555959143,0.681277006,0.503837728,0.977056635,0.496087069,0.544189887,0.0627071,0.741180693
Timothy A. Leach,CXO,Energy,Q3,2013,11/7/2013 18:50,0.128,0.138,0.102,4264,3893,774,230,161,51,7,7,1,0,0.814534762,0.636368417,0.543120164,0.680709725,0.493804762,0.98047046,0.570767665,0.429863272,0.060966796,0.680469129
Ken Xie,FTNT,Information Technology,Q4,2011,2/1/2012 2:24,0.125,0.092,0.121,1782,647,4451,68,20,196,14,3,4.666666667,0.647058824,0.824638518,0.623378242,0.538340703,0.625520049,0.536814723,0.99134439,0.460098311,0.388270918,0.001667907,0.89102196
Ken Xie,FTNT,Information Technology,Q1,2012,4/24/2012 23:45,0.149,0.153,0.152,2855,2180,3776,99,71,143,2,4,0.5,-0.333333333,0.804249069,0.628908958,0.529929989,0.641354784,0.528605938,0.959193177,0.50733809,0.318352817,0.00559584,0.861340672
Ken Xie,FTNT,Information Technology,Q2,2012,7/26/2012 2:14,0.173,0.158,0.161,5204,444,3673,201,27,174,10,7,1.428571429,0.176470588,0.811844685,0.63015163,0.5565291,0.694140522,0.518956092,0.976109235,0.517961616,0.54925038,0.113357279,0.819951468
Ken Xie,FTNT,Information Technology,Q3,2012,10/17/2012 1:41,0.179,0.15,0.149,3655,2545,5270,140,118,185,11,3,3.666666667,0.571428571,0.797695167,0.639988491,0.508117602,0.671854473,0.513822586,0.937745534,0.601003294,0.168246306,0.038408868,0.79506287
Ken Xie,FTNT,Information Technology,Q4,2012,1/30/2013 23:45,0.199,0,0.157,6376,0,2650,292,0,137,15,4,3.75,0.578947368,0.794004636,0.654468713,0.552891419,0.69482335,0.539905671,0.922272781,0.714441454,0.516849665,0.116691543,0.900920226
Ken Xie,FTNT,Information Technology,Q2,2013,7/30/2013 23:01,0.147,0.092,0.129,2236,1365,4610,108,75,198,15,2,7.5,0.764705882,0.808115644,0.606587053,0.501758258,0.645328266,0.49997535,0.968734142,0.32268763,0.134876985,0.007410865,0.71852775
Ken Xie,FTNT,Information Technology,Q3,2013,10/23/2013 21:10,0.166,0.094,0.114,1213,1516,2187,54,75,119,1,1,1,0,0.805604846,0.608888526,0.49116397,0.59895855,0.540704187,0.962777137,0.340590601,0.089953102,0.000157219,0.903367004
Ken Xie,FTNT,Information Technology,Q4,2013,1/29/2014 22:50,0.174,0.085,0.136,1914,2243,3502,88,123,209,2,0,inf,1,0.808289433,0.622047534,0.511808707,0.669506327,0.519695736,0.969115477,0.448790793,0.189862809,0.033735585,0.823374267
Larry Page,GOOGL,Communication Services,Q4,2011,1/19/2012 21:40,0.154,0.143,0.111,1654,2381,3354,80,120,159,1,0,inf,1,0.821449475,0.648290495,0.552421744,0.731963066,0.500051342,0.988700429,0.667835237,0.512653574,0.398410306,0.718982514
Larry Page,GOOGL,Communication Services,Q1,2012,4/12/2012 22:10,0.175,0.104,0.092,2254,1248,2363,109,57,100,5,2,2.5,0.428571429,0.808536734,0.616925266,0.536650291,0.724881334,0.472325305,0.969651471,0.4057309,0.373836178,0.331563361,0.535053202
Lawrence Page,GOOGL,Communication Services,Q3,2012,10/18/2012 19:00,0.168,0,0.153,3114,0,4405,126,0,171,4,0,inf,1,0.812406749,0.645914175,0.569117247,0.746995331,0.504036388,0.977082577,0.649137922,0.657578735,0.548020943,0.742319802
Larry Page,GOOGL,Communication Services,Q4,2012,1/22/2013 20:48,0.174,0.15,0.143,3181,1565,2878,144,77,111,3,0,inf,1,0.814640113,0.659863605,0.532548916,0.741401603,0.495190423,0.980626501,0.752404517,0.339576007,0.492004233,0.689202762
Larry Page,GOOGL,Communication Services,Q1,2013,4/18/2013 18:39,0.197,0,0.154,2796,0,3859,136,0,197,6,1,6,0.714285714,0.815304815,0.634303661,0.573276495,0.742717713,0.489405016,0.981586791,0.553322301,0.691135459,0.505210887,0.652087433
Larry Page,GOOGL,Communication Services,Q2,2013,7/18/2013 21:00,0.221,0.175,0.154,1689,1548,3655,78,79,166,2,1,2,0.333333333,0.795288355,0.632658364,0.539663504,0.755470449,0.452899852,0.92795588,0.539345021,0.399676352,0.630753205,0.398737279
Michael K. Simon,LOGM,Information Technology,Q4,2012,2/14/2013 20:50,0.156,0.1,0.137,3125,1354,546,126,67,24,2,8,0.25,-0.6,0.802400183,0.63447536,0.55164506,0.681693241,0.513561451,0.95385976,0.554777427,0.505711823,0.064008471,0.793744423
Michael K. Simon,LOGM,Information Technology,Q1,2013,4/25/2013 20:00,0.202,0.094,0.171,1984,909,700,93,46,36,7,0,inf,1,0.802644719,0.653536967,0.545682902,0.695208595,0.517099669,0.954595749,0.707614817,0.452521954,0.118603103,0.811178741
Michael K. Simon,LOGM,Information Technology,Q2,2013,7/25/2013 21:50,0.179,0.148,0.181,3747,1758,456,157,93,25,5,0,inf,1,0.8086355,0.654045426,0.564873626,0.688335344,0.522630176,0.969863367,0.711349562,0.622010668,0.087726162,0.836544824
Michael K. Simon,LOGM,Information Technology,Q3,2013,10/24/2013 20:00,0.151,0.107,0.093,2858,1339,489,104,57,22,6,1,6,0.714285714,0.813777387,0.645018451,0.580870785,0.680456608,0.524250744,0.979316952,0.641992355,0.748334227,0.06020257,0.843537625
Michael Simon,LOGM,Information Technology,Q4,2013,2/13/2014 23:29,0.203,0.2,0,3149,1753,0,94,99,0,4,3,1.333333333,0.142857143,0.809574767,0.673220884,0.545877063,0.71493041,0.526334891,0.971817878,0.833593085,0.454245917,0.246385136,0.852236916
Glen E. Tellock,MTW,Industrials,Q4,2011,2/1/2012 15:30,0.114,0.109,0.135,3240,1706,2264,142,90,105,7,4,1.75,0.272727273,0.816424731,0.645604197,0.522912291,0.68677305,0.509504243,0.983113052,0.646670908,0.2644866,0.081630214,0.772622167
Glen E. Tellock,MTW,Industrials,Q1,2012,5/4/2012 10:00,0.138,0.118,0.177,2858,1999,3440,122,97,169,8,4,2,0.333333333,0.815841418,0.648982113,0.535140977,0.704072937,0.521856905,0.98233216,0.673201931,0.361095049,0.168773832,0.833137683
Glen E. Tellock,MTW,Industrials,Q2,2012,8/8/2012 23:11,0.125,0.173,0.146,4007,282,3250,163,15,154,7,10,0.7,-0.176470588,0.812586218,0.632908306,0.565229738,0.694981612,0.517864544,0.977386244,0.541471923,0.625040499,0.117474167,0.814824686
Glen E. Tellock,MTW,Industrials,Q3,2012,11/5/2012 15:50,0.107,0.112,0.134,3368,3000,3175,147,157,158,13,3,4.333333333,0.625,0.816553369,0.644941946,0.53584723,0.701807282,0.503918359,0.983281233,0.641379682,0.367038823,0.154811582,0.741643341
Glen E. Tellock,MTW,Industrials,Q4,2012,2/1/2013 15:30,0.102,0.108,0.133,1902,1802,2992,65,82,111,6,1,6,0.714285714,0.822195139,0.625592873,0.505785611,0.702813753,0.4923898,0.989374624,0.478984116,0.155439912,0.160917035,0.671446353
Glen E. Tellock,MTW,Industrials,Q1,2013,5/1/2013 10:00,0.135,0.125,0.158,3463,2357,2434,145,92,101,3,8,0.375,-0.454545455,0.798564747,0.66082105,0.533741964,0.715453926,0.523006327,0.941015647,0.758848691,0.349420774,0.250556158,0.838185747
Glen E. Tellock,MTW,Industrials,Q2,2013,7/30/2013 16:01,0.089,0.127,0.154,2008,1932,2432,87,90,107,6,1,6,0.714285714,0.803771963,0.646518768,0.515634578,0.698885607,0.5146749,0.957867238,0.653931556,0.213986387,0.137965429,0.799331121
Glen E. Tellock,MTW,Industrials,Q3,2013,10/25/2013 14:20,0.1,0.114,0.141,2799,2309,2910,132,110,163,5,1,5,0.666666667,0.805305562,0.636675572,0.507280222,0.698039772,0.502782558,0.962008949,0.573351933,0.163571724,0.133331027,0.735086994
Glen E. Tellock,MTW,Industrials,Q4,2013,1/31/2014 15:10,0.119,0.119,0.15,3027,1656,3041,114,86,132,3,4,0.75,-0.142857143,0.81694823,0.652181522,0.525444701,0.71871949,0.513038383,0.983788551,0.697550605,0.283382023,0.277395066,0.791088427
William W. Lovette,PPC,Consumer Staples,Q3,2012,10/26/2012 13:50,0.115,0.108,0.109,3904,2316,823,156,100,41,7,2,3.5,0.555555556,0.815939417,0.674825184,0.537226188,0.701588529,0.52513445,0.982465469,0.842035456,0.378735167,0.153505097,0.847266597
Bill Lovette,PPC,Consumer Staples,Q4,2012,2/15/2013 13:03,0.128,0.169,0.078,3668,2776,230,157,169,12,7,7,1,0,0.81175126,0.672499485,0.547117391,0.692852239,0.53082533,0.975944126,0.8297036,0.465277846,0.107252765,0.869860751
William W. Lovette,PPC,Consumer Staples,Q2,2013,8/1/2013 22:00,0.13,0.111,0.105,4383,2040,782,183,93,43,9,5,1.8,0.285714286,0.815231693,0.667845551,0.547051125,0.701825288,0.515736423,0.981483177,0.803229194,0.464687704,0.154919451,0.804571773
William W. Lovette,PPC,Consumer Staples,Q3,2013,10/31/2013 13:50,0.089,0.119,0.078,3942,2640,779,177,119,41,6,1,6,0.714285714,0.804328512,0.675694698,0.545952234,0.700571034,0.532578013,0.959410636,0.846491517,0.454913599,0.147524404,0.876327996
Maurice M. Taylor Jr.,TWI,Industrials,Q2,2012,7/26/2012 23:47,0.102,0,0.129,4551,0,999,230,0,47,3,7,0.428571429,-0.4,0.804428573,0.657787237,0.55940383,0.723186627,0.532346701,0.959683192,0.738119171,0.574635921,0.316243398,0.875487604
Maurice Taylor,TWI,Industrials,Q3,2012,10/25/2012 16:22,0.14,0,0.136,6896,0,735,282,0,32,9,11,0.818181818,-0.1,0.791138218,0.651821254,0.545266054,0.736176431,0.514153251,0.908363644,0.6948497,0.4488238,0.439798721,0.796725156
Maurice Taylor,TWI,Industrials,Q4,2012,2/26/2013 14:14,0.113,0.204,0.148,3069,1401,1118,171,83,44,1,4,0.25,-0.6,0.795229348,0.673524649,0.526617769,0.745273161,0.51759133,0.927701835,0.835213563,0.292348896,0.530824558,0.813527399
Maurice Taylor,TWI,Industrials,Q1,2013,4/25/2013 17:08,0.115,0,0.143,5299,0,652,209,0,32,5,13,0.384615385,-0.444444444,0.797945332,0.667973542,0.55338159,0.742420345,0.510106422,0.938700464,0.80398906,0.521226856,0.502226897,0.775832115
Maurice Taylor,TWI,Industrials,Q2,2013,7/25/2013 16:52,0.124,0,0.183,6068,0,786,206,0,30,14,18,0.777777778,-0.125,0.806173777,0.666927974,0.55222702,0.715860516,0.532675178,0.96420244,0.797729597,0.510913475,0.25382121,0.876679823
Maurice Manning Taylor,TWI,Industrials,Q3,2013,10/29/2013 20:50,0.11,0.112,0.101,5589,1308,609,306,67,26,8,7,1.142857143,0.066666667,0.791590907,0.643192222,0.509531876,0.705854016,0.512165554,0.910675209,0.627271048,0.17633443,0.180300599,0.786611856
